Date,County,None,D0,D1,D2,D3,D4
2013-05,Sonoma,0.0,0.0,100.0,0.0,0.0,0.0
2013-05,Stanislaus,0.0,0.0,73.29,26.71,0.0,0.0
2013-05,Sutter,0.0,0.0,100.0,0.0,0.0,0.0
2013-05,Tehama,0.0,0.0,100.0,0.0,0.0,0.0
2013-05,Trinity,0.0,0.0,100.0,0.0,0.0,0.0
2013-05,Tulare,0.0,0.0,0.0,100.0,0.0,0.0
2013-05,Tuolumne,0.0,0.0,37.25,62.75,0.0,0.0
2013-05,Ventura,0.0,1.25,87.64,11.1,0.0,0.0
2013-05,Yolo,0.0,0.0,100.0,0.0,0.0,0.0
2013-05,Yuba,0.0,0.0,100.0,0.0,0.0,0.0
2013-06,Alameda,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Alpine,0.0,0.0,89.6575,10.3425,0.0,0.0
2013-06,Amador,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Butte,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Calaveras,0.0,0.0,58.237500000000004,41.762499999999996,0.0,0.0
2013-06,Colusa,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Contra Costa,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Del Norte,0.0,3.955,52.92999999999999,43.115,0.0,0.0
2013-06,El Dorado,0.0,0.0,78.8675,21.1325,0.0,0.0
2013-06,Fresno,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Glenn,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Humboldt,0.0,0.0,50.94,49.06,0.0,0.0
2013-06,Imperial,0.0,3.4675000000000002,15.997500000000002,80.535,0.0,0.0
2013-06,Inyo,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Kern,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Kings,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Lake,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Lassen,0.0,0.0,64.8075,35.1925,0.0,0.0
2013-06,Los Angeles,0.0,0.0,3.25,96.75,0.0,0.0
2013-06,Madera,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Marin,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Mariposa,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Mendocino,0.0,0.0,74.9825,25.0175,0.0,0.0
2013-06,Merced,0.0,0.0,0.23750000000000002,99.76250000000002,0.0,0.0
2013-06,Modoc,0.0,0.0,50.0,50.0,0.0,0.0
2013-06,Mono,0.0,0.0,2.3049999999999997,97.69500000000001,0.0,0.0
2013-06,Monterey,0.0,0.0,32.6325,67.36749999999999,0.0,0.0
2013-06,Napa,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Nevada,0.0,0.0,79.0,21.0,0.0,0.0
2013-06,Orange,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,Placer,0.0,0.0,79.855,20.145,0.0,0.0
2013-06,Plumas,0.0,0.0,75.86,24.14,0.0,0.0
2013-06,Riverside,0.0,10.785,10.18,79.03500000000001,0.0,0.0
2013-06,Sacramento,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,San Benito,0.0,0.0,7.2725,92.72749999999999,0.0,0.0
2013-06,San Bernardino,0.0,9.2675,10.1525,80.5875,0.0,0.0
2013-06,San Diego,0.0,0.0,66.85249999999999,33.1475,0.0,0.0
2013-06,San Francisco,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,San Joaquin,0.0,0.0,64.14500000000001,35.855,0.0,0.0
2013-06,San Luis Obispo,0.0,0.0,0.0,100.0,0.0,0.0
2013-06,San Mateo,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Santa Barbara,0.0,0.0,7.16,92.84,0.0,0.0
2013-06,Santa Clara,0.0,0.0,73.85,26.15,0.0,0.0
2013-06,Santa Cruz,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Shasta,0.0,0.0,62.995,37.005,0.0,0.0
2013-06,Sierra,0.0,0.0,80.99000000000001,19.01,0.0,0.0
2013-06,Siskiyou,0.0,0.0,50.0,50.0,0.0,0.0
2013-06,Solano,0.0,0.0,75.0,25.0,0.0,0.0
2013-06,Sonoma,0.0,0.0,75.0,25.0,0.0,0.0
