Date,County,Duration,AcresBurned
2017-08,Riverside,144.0,168.0
2017-08,Yuba,143.0,867.0
2017-08,Plumas,143.0,186.0
2017-08,Siskiyou,148.0,78698.0
2017-08,Tulare,161.0,2295.0
2017-08,San Diego,142.0,200.0
2017-08,Siskiyou,156.0,3142.0
2017-08,Modoc,160.0,7697.0
2017-08,Alameda,141.0,200.0
2017-08,Fresno,140.0,31.0
2017-08,San Diego,137.0,62.0
2017-08,Lassen,137.0,157.0
2017-08,Tehama,137.0,40.0
2017-08,Fresno,137.0,111.0
2017-08,Alameda,136.0,44.0
2017-08,Sonoma,136.0,18.0
2017-08,Riverside,136.0,46.0
2017-08,Fresno,136.0,69.0
2017-08,Humboldt,135.0,40.0
2017-08,Amador,135.0,10.0
2017-08,Tulare,134.0,36556.0
2017-08,Siskiyou,135.0,54.0
2017-08,Butte,367.0,4016.0
2017-08,Madera,134.0,12407.0
2017-08,Lassen,134.0,6042.0
2017-08,Siskiyou,134.0,55.0
2017-08,Mono,134.0,8925.0
2017-08,Modoc,133.0,28.0
2017-08,Nevada,133.0,392.0
2017-08,Modoc,133.0,27.0
2017-08,Fresno,133.0,102.0
2017-08,Humboldt,132.0,34.0
2017-08,Trinity,133.0,21846.0
2017-08,Riverside,132.0,85.0
2017-08,Los Angeles,204.0,30.0
2017-09,San Diego,131.0,130.0
2017-07,Stanislaus,163.0,5247.0
2017-09,Riverside,122.0,34.0
2017-09,Stanislaus,129.0,1749.0
2017-09,Shasta,131.0,25.0
2017-09,Kern,131.0,1319.0
2017-09,Los Angeles,131.0,7194.0
2017-09,Madera,129.0,1035.0
2017-09,Fresno,129.0,100.0
2017-09,Riverside,130.0,3874.0
2017-09,San Luis Obispo,129.0,120.0
2017-09,Lake,127.0,21.0
2017-09,Plumas,129.0,79.0
2017-09,Santa Clara,129.0,100.0
2017-09,Mariposa,129.0,680.0
2017-08,Lassen,133.0,18618.0
2017-09,San Luis Obispo,109.0,25.0
2017-08,Siskiyou,135.0,54.0
2017-08,Trinity,161.0,32.0
2017-09,Tuolumne,189.0,39.0
2017-09,San Diego,125.0,25.0
2017-09,Mariposa,125.0,0.0
2017-09,San Luis Obispo,106.0,74.0
2017-09,Monterey,121.0,43.0
2017-09,Plumas,127.0,2575.0
2017-09,Fresno,121.0,10.0
2017-09,Lake,120.0,200.0
2017-09,Butte,104.0,143.0
2017-08,Siskiyou,149.0,39715.0
2017-09,San Mateo,121.0,50.0
2017-09,Shasta,120.0,995.0
2017-09,Del Norte,120.0,40.0
2017-09,Butte,120.0,12.0
2017-09,Lake,120.0,58.0
2017-09,Trinity,120.0,13417.0
2017-09,El Dorado,115.0,136.0
2017-09,Madera,114.0,429.0
2017-09,Mendocino,113.0,146.0
2017-09,Alameda,199.0,155.0
2017-09,Fresno,113.0,237.0
2017-09,Madera,112.0,48.0
2017-09,San Luis Obispo,112.0,245.0
2017-09,Mariposa,112.0,10.0
2017-09,Butte,107.0,28.0
2017-09,Solano,109.0,55.0
2017-09,Yuba,106.0,26.0
2017-09,Alameda,106.0,22.0
2017-09,San Luis Obispo,106.0,105.0
2017-09,Orange,185.0,2662.0
2017-09,Tulare,105.0,18900.0
2017-09,Santa Barbara,103.0,444.0
2017-09,Kern,103.0,40.0
2017-09,Riverside,103.0,35.0
2017-10,Solano,100.0,100.0
2017-10,Mariposa,99.0,17.0
2017-10,Tehama,99.0,20.0
2017-10,Lake,96.0,87.0
2017-10,Shasta,94.0,40.0
2017-10,Sonoma,95.0,20.0
2017-10,Tehama,94.0,10.0
2017-10,Humboldt,94.0,20.0
2017-10,Butte,125.0,8417.0
2017-10,Solano,125.0,51624.0
2017-10,Napa,125.0,51624.0
2017-10,Sonoma,125.0,36807.0
2017-10,Napa,125.0,36807.0
2017-10,Sonoma,125.0,56556.0
2017-10,Napa,125.0,56556.0
2017-10,Napa,94.0,0.0
2017-10,Butte,124.0,6151.0
2017-10,Yuba,125.0,9989.0
2017-10,Nevada,124.0,76.0
2017-10,Mendocino,125.0,36523.0
2017-10,Calaveras,93.0,130.0
2017-10,Sonoma,93.0,1660.0
2017-10,San Luis Obispo,93.0,45.0
2017-10,Kern,76.0,50.0
2017-10,Lake,125.0,2207.0
2017-10,Nevada,124.0,821.0
2017-10,Butte,93.0,150.0
2017-10,Orange,179.0,9217.0
2017-10,Riverside,76.0,866.0
2017-10,Tehama,76.0,194.0
2017-10,Fresno,91.0,58.0
2017-10,Sonoma,124.0,17357.0
2017-10,Santa Cruz,86.0,391.0
2017-10,Los Angeles,85.0,50.0
2017-10,Trinity,88.0,148.0
2017-10,Kern,90.0,183.0
2017-10,San Diego,87.0,25.0
2017-10,Nevada,92.0,19.0
2017-10,El Dorado,92.0,29.0
2017-10,Riverside,92.0,23.0
2017-12,San Bernardino,36.0,34.0
2017-12,San Bernardino,36.0,260.0
2017-10,Riverside,79.0,50.0
2017-10,San Bernardino,78.0,40.0
2017-10,Kern,171.0,184.0
2017-10,San Luis Obispo,89.0,73.0
2017-10,El Dorado,89.0,426.0
2017-10,Lake,88.0,100.0
2017-10,Sonoma,174.0,100.0
2017-10,Sonoma,93.0,0.0
2017-10,Monterey,87.0,31.0
2017-10,Alameda,85.0,116.0
2017-10,San Diego,85.0,1088.0
2017-10,Stanislaus,84.0,13.0
2017-12,Los Angeles,45.0,6049.0
2017-12,Los Angeles,245.0,15619.0
2017-12,Ventura,40.0,281893.0
2017-12,Santa Barbara,40.0,281893.0
2017-12,Riverside,37.0,40.0
2017-11,Tehama,69.0,43.0
2017-11,Mono,58.0,370.0
2017-10,San Diego,89.0,81.0
2017-11,Riverside,57.0,40.0
2017-10,Ventura,78.0,86.0
2017-10,San Luis Obispo,82.0,21.0
2017-11,San Benito,46.0,47.0
2017-10,San Diego,81.0,100.0
2017-11,San Bernardino,42.0,99.0
2017-12,San Diego,34.0,4100.0
2017-12,Riverside,34.0,300.0
2017-12,Riverside,28.0,19.0
2017-12,Los Angeles,49.0,422.0
2017-12,Santa Barbara,25.0,14.0
2017-12,Santa Barbara,27.0,14.0
2017-12,Riverside,20.0,45.0
2017-12,El Dorado,13.0,80.0
2018-02,Monterey,331.0,50.0
2018-02,Inyo,320.0,2070.0
2018-05,Alameda,236.0,12.0
2018-05,Riverside,233.0,1261.0
2018-04,Riverside,264.0,15.0
2018-03,Santa Barbara,283.0,258.0
2018-03,Shasta,283.0,11.0
2018-04,Riverside,270.0,21.0
2018-05,San Diego,240.0,12.0
2018-05,Siskiyou,241.0,127.0
2018-04,Riverside,257.0,18.0
2018-04,Plumas,254.0,20.0
2018-05,Santa Barbara,233.0,60.0
2018-05,San Diego,241.0,18.0
2018-05,San Diego,246.0,300.0
2018-05,Merced,248.0,1756.0
2018-05,Riverside,246.0,70.0
2018-05,Riverside,246.0,15.0
2018-04,Inyo,260.0,1265.0
2018-04,Humboldt,255.0,0.0
2018-04,Riverside,252.0,73.0
2018-05,Tulare,232.0,26.0
2018-05,Tehama,232.0,103.0
2018-05,Siskiyou,231.0,27.0
2018-05,Merced,230.0,88.0
2018-05,Napa,229.0,12.0
2018-05,San Diego,228.0,59.0
2018-05,Madera,227.0,56.0
2018-05,San Luis Obispo,226.0,100.0
2018-05,Fresno,224.0,108.0
2018-05,Santa Clara,223.0,16.0
2018-05,Riverside,222.0,10.0
2018-05,Glenn,222.0,75.0
2018-05,Stanislaus,221.0,63.0
2018-05,San Luis Obispo,221.0,25.0
2018-05,Alameda,220.0,484.0
2018-06,Yolo,218.0,14.0
2018-06,Glenn,218.0,127.0
2018-06,Tehama,218.0,23.0
2018-06,Contra Costa,217.0,23.0
2018-06,Orange,217.0,175.0
2018-06,Riverside,217.0,10.0
2018-06,Fresno,217.0,13.0
2018-06,Tehama,216.0,10.0
2018-06,Riverside,216.0,11.0
2018-06,Riverside,216.0,17.0
2018-06,San Benito,216.0,35.0
2018-06,San Luis Obispo,216.0,12.0
2018-06,Siskiyou,216.0,37.0
2018-06,San Diego,216.0,38.0
2018-06,San Diego,216.0,10.0
2018-06,Los Angeles,215.0,1352.0
2018-06,Siskiyou,215.0,12.0
2018-06,San Benito,215.0,1314.0
2018-06,San Benito,215.0,513.0
2018-06,Madera,215.0,300.0
2018-06,San Benito,215.0,64.0
2018-06,Sonoma,214.0,10.0
2018-06,San Diego,214.0,12.0
2018-06,San Diego,213.0,265.0
2018-06,San Joaquin,208.0,62.0
2018-06,Merced,212.0,200.0
2018-06,Tehama,210.0,2956.0
2018-06,Glenn,210.0,2290.0
2018-06,Marin,210.0,12.0
2018-06,Los Angeles,210.0,175.0
2018-06,Monterey,210.0,96.0
2018-06,San Benito,207.0,215.0
2018-06,San Luis Obispo,206.0,60.0
2018-06,Orange,208.0,155.0
2018-06,Riverside,207.0,154.0
2018-06,Los Angeles,207.0,20.0
2018-06,Tehama,206.0,70.0
2018-06,Riverside,205.0,20.0
2018-06,Butte,205.0,20.0
2018-06,San Luis Obispo,205.0,60.0
2018-06,Lassen,205.0,646.0
2018-06,Merced,204.0,4564.0
2018-06,Madera,204.0,60.0
2018-06,Mariposa,204.0,53.0
2018-06,Butte,203.0,40.0
2018-06,Lake,203.0,32.0
2018-06,Contra Costa,203.0,25.0
2018-06,Amador,202.0,17.0
2018-06,Alameda,202.0,20.0
2018-06,Merced,202.0,185.0
2018-06,Mariposa,201.0,115.0
2018-06,Contra Costa,200.0,40.0
2018-06,Monterey,200.0,10.0
2018-06,San Luis Obispo,199.0,1500.0
2018-06,San Luis Obispo,198.0,10.0
2018-06,Shasta,196.0,328.0
2018-06,Tehama,196.0,3716.0
2018-06,Tehama,196.0,170.0
2018-06,Tehama,196.0,268.0
2018-06,Lake,196.0,15185.0
2018-06,Los Angeles,196.0,62.0
2018-07,Colusa,185.0,75.0
2018-06,Kern,190.0,95.0
2018-06,Shasta,195.0,1678.0
2018-06,Tuolumne,195.0,163.0
2018-06,Calaveras,195.0,80.0
2018-06,Merced,195.0,68.0
2018-07,Mendocino,184.0,90.0
2018-06,San Joaquin,190.0,12300.0
2018-06,Butte,190.0,10.0
2018-06,Trinity,191.0,300.0
2018-06,Monterey,361.0,375.0
2018-06,Madera,208.0,4064.0
2018-06,Fresno,192.0,76.0
2018-06,Butte,193.0,347.0
2018-06,San Luis Obispo,193.0,260.0
2018-06,Lassen,192.0,441.0
2018-06,Siskiyou,192.0,63.0
2018-07,Butte,185.0,191.0
2018-06,Sacramento,190.0,30.0
2018-06,Contra Costa,190.0,268.0
2018-06,Santa Clara,190.0,70.0
2018-06,San Bernardino,189.0,33.0
2018-06,Yolo,189.0,90288.0
2018-06,Napa,189.0,90288.0
2018-07,Riverside,185.0,63.0
2018-07,Tehama,175.0,33.0
2018-07,Madera,179.0,12.0
2018-07,Siskiyou,188.0,215.0
2018-07,San Diego,183.0,504.0
2018-07,Contra Costa,187.0,45.0
2018-07,San Diego,183.0,10.0
2018-07,El Dorado,185.0,316.0
2018-07,Siskiyou,184.0,38008.0
2018-07,Amador,183.0,825.0
2018-07,San Bernardino,183.0,1350.0
2018-07,Modoc,176.0,2100.0
2018-07,Santa Barbara,183.0,113.0
2018-07,Santa Clara,183.0,116.0
2018-07,Butte,177.0,962.0
2018-07,San Bernardino,176.0,12.0
2018-07,Mariposa,176.0,96901.0
2018-07,Kern,181.0,62.0
2018-07,Butte,179.0,11.0
2018-07,Santa Clara,179.0,70.0
2018-07,Santa Clara,179.0,51.0
2018-07,Modoc,175.0,52.0
2018-07,San Benito,178.0,278.0
2018-07,Inyo,181.0,2883.0
2018-07,Shasta,181.0,31.0
2018-07,Contra Costa,181.0,56.0
2018-07,Alameda,181.0,640.0
2018-07,San Bernardino,183.0,100.0
2018-07,Madera,180.0,11.0
2018-07,Lake,180.0,80.0
2018-07,Tehama,180.0,856.0
2018-07,San Benito,177.0,116.0
2018-07,Lassen,175.0,14.0
2018-07,Siskiyou,174.0,224.0
2018-07,Lassen,174.0,56.0
2018-07,Humboldt,174.0,16.0
2018-07,Lassen,174.0,32.0
2018-07,Lassen,174.0,89.0
2018-07,Tehama,174.0,50.0
2018-08,Humboldt,142.0,3674.0
2018-07,San Luis Obispo,172.0,14.0
2018-07,San Diego,172.0,28.0
2018-07,Siskiyou,172.0,10.0
2018-07,Santa Barbara,171.0,77.0
2018-07,Yolo,171.0,822.0
2018-07,Butte,170.0,43.0
2018-07,Mariposa,170.0,40.0
2018-07,San Diego,169.0,13.0
2018-07,Riverside,170.0,282.0
2018-07,Shasta,169.0,63.0
2018-07,Santa Barbara,169.0,110.0
2018-07,Lake,168.0,50.0
2018-07,San Luis Obispo,168.0,30.0
2018-07,San Luis Obispo,168.0,37.0
2018-07,Santa Clara,167.0,320.0
2018-07,Mendocino,168.0,67.0
2018-07,Tulare,170.0,34.0
2018-07,Trinity,39.0,229651.0
2018-07,Shasta,39.0,229651.0
2018-07,Los Angeles,166.0,128.0
2018-07,Riverside,166.0,40.0
2018-09,Lake,125.0,36.0
2018-07,Shasta,165.0,51.0
2018-07,Lassen,165.0,167.0
2018-07,Santa Clara,164.0,20.0
2018-07,Contra Costa,164.0,247.0
2018-07,San Benito,164.0,39.0
2018-07,Alameda,164.0,34.0
2018-08,Mendocino,157.0,106.0
2018-07,San Diego,162.0,365.0
2018-07,Riverside,163.0,205.0
2018-08,Calaveras,153.0,136.0
2018-08,Mariposa,154.0,22.0
2018-08,Alameda,154.0,30.0
2018-08,Kern,155.0,2950.0
2018-07,Mendocino,162.0,410203.0
2018-07,Lake,162.0,410203.0
2018-07,Glenn,162.0,410203.0
2018-07,Colusa,162.0,410203.0
2018-07,Tulare,162.0,100.0
2018-07,Mendocino,162.0,48920.0
2018-07,Colusa,162.0,48920.0
2018-07,Lake,162.0,48920.0
2018-07,Kern,162.0,993.0
2018-07,Lassen,162.0,18703.0
2018-07,Siskiyou,174.0,38134.0
2018-08,Tuolumne,157.0,36450.0
2018-07,Inyo,158.0,338.0
2018-07,Riverside,161.0,30.0
2018-07,San Diego,161.0,207.0
2018-07,Sutter,158.0,1200.0
2018-07,Napa,161.0,135.0
2018-07,Mendocino,158.0,972.0
2018-07,Shasta,160.0,35.0
2018-09,San Luis Obispo,111.0,51.0
2018-08,San Diego,152.0,14.0
2018-08,El Dorado,157.0,67.0
2018-08,El Dorado,157.0,66.0
2018-08,Placer,157.0,700.0
2018-08,Monterey,152.0,2225.0
2018-08,Orange,152.0,23136.0
2018-08,Riverside,152.0,35.0
2018-08,Calaveras,152.0,290.0
2018-08,Plumas,151.0,117.0
2018-08,Kings,152.0,2995.0
2018-08,Kern,142.0,114.0
2018-08,Shasta,149.0,46150.0
2018-08,Riverside,136.0,23.0
2018-08,San Diego,149.0,250.0
2018-08,Shasta,149.0,1900.0
2018-08,Napa,149.0,10.0
2018-08,Contra Costa,141.0,30.0
2018-09,Napa,119.0,2490.0
2018-08,Solano,148.0,2162.0
2018-08,Kern,141.0,34.0
2018-08,Nevada,146.0,16.0
2018-08,San Diego,145.0,100.0
2018-08,Monterey,147.0,650.0
2018-08,Tulare,143.0,668.0
2018-08,Modoc,143.0,39387.0
2018-08,Alameda,132.0,48.0
2018-08,Kern,140.0,367.0
2018-08,Shasta,139.0,155.0
2018-08,Santa Barbara,139.0,1014.0
2018-08,Riverside,139.0,10.0
2018-08,Madera,135.0,289.0
2018-08,Riverside,133.0,32.0
2018-08,Madera,131.0,88.0
2018-08,Lake,132.0,103.0
2018-08,Riverside,131.0,36.0
2018-09,Los Angeles,118.0,166.0
2018-08,Lake,128.0,60.0
2018-09,Santa Barbara,126.0,172.0
2018-09,Modoc,125.0,15.0
2018-08,San Bernardino,127.0,125.0
2018-09,Shasta,122.0,63311.0
2018-09,Trinity,122.0,63311.0
2018-09,Lake,124.0,24.0
2018-09,Placer,124.0,1120.0
2018-09,El Dorado,123.0,150.0
2018-09,Shasta,123.0,13.0
2018-09,Tuolumne,119.0,573.0
2018-09,Trinity,123.0,1751.0
2018-09,Mono,123.0,6974.0
2018-09,Monterey,114.0,400.0
2018-09,Marin,117.0,152.0
2018-09,Kern,115.0,200.0
2018-09,Riverside,113.0,25.0
2018-09,El Dorado,107.0,12.0
2018-09,Los Angeles,105.0,3380.0
2018-09,Madera,105.0,360.0
2018-09,Lassen,105.0,53.0
2018-09,Tehama,99.0,261.0
2018-09,Shasta,99.0,76.0
2018-09,Santa Clara,104.0,30.0
2018-09,Butte,103.0,33.0
2018-09,San Luis Obispo,98.0,80.0
2018-09,San Bernardino,101.0,53.0
2018-10,Monterey,95.0,150.0
2018-10,Fresno,95.0,32.0
2018-10,Tehama,90.0,3889.0
2018-10,Santa Clara,90.0,63.0
2018-10,Siskiyou,87.0,15.0
2018-10,Solano,85.0,160.0
2018-10,Monterey,84.0,167.0
2018-10,Shasta,83.0,12.0
2018-10,Shasta,83.0,38.0
2018-10,Butte,82.0,10.0
2018-10,San Luis Obispo,78.0,58.0
2018-10,Tulare,73.0,120.0
2018-10,Butte,67.0,550.0
2018-11,Santa Cruz,63.0,17.0
2018-11,Mendocino,58.0,35.0
2018-11,Butte,18.0,153336.0
2018-11,Tehama,61.0,60.0
2018-11,Lassen,58.0,88.0
2018-11,Solano,58.0,1500.0
2018-11,Ventura,58.0,4531.0
2018-11,Los Angeles,58.0,96949.0
2018-11,Ventura,58.0,96949.0
2019-01,Humboldt,15.0,30.0
2018-11,Butte,37.0,0.0
2018-11,Contra Costa,51.0,20.0
2018-11,Humboldt,54.0,10.0
2018-11,San Bernardino,53.0,147.0
2018-11,Alameda,52.0,20.0
2018-11,Ventura,51.0,150.0
2018-11,Ventura,54.0,186.0
2018-11,Santa Cruz,50.0,10.0
2019-06,Yuba,1.0,80.0
2019-04,Kings,58.0,161.0
2019-04,Butte,9.0,10.0
2019-04,Kern,9.0,115.0
2019-05,Butte,8.0,50.0
2019-05,Kern,6.0,172.0
2019-05,Kern,3.0,2500.0
2019-05,Placer,15.0,65.0
2019-05,San Diego,7.0,22.0
2019-05,Riverside,7.0,130.0
2019-05,Tehama,5.0,63.0
2019-05,Riverside,5.0,26.0
2019-05,San Luis Obispo,6.0,835.0
2019-05,Fresno,8.0,121.0
2019-05,Riverside,5.0,45.0
2019-05,Santa Clara,13.0,144.0
2019-05,Riverside,27.0,55.0
2019-06,Tulare,11.0,155.0
2019-06,Tulare,10.0,257.0
2019-06,Tulare,2.0,33.0
2019-06,Tulare,9.0,25.0
2019-06,San Luis Obispo,7.0,1127.0
2019-06,Contra Costa,6.0,23.0
2019-06,Solano,11.0,24.0
2019-06,Placer,5.0,27.0
2019-06,Stanislaus,5.0,600.0
2019-06,Yuba,10.0,70.0
2019-06,Yolo,10.0,2512.0
2019-06,Napa,10.0,50.0
2019-06,Sutter,10.0,1350.0
2019-06,San Luis Obispo,13.0,1764.0
2019-06,Santa Clara,3.0,210.0
2019-06,Santa Clara,8.0,35.0
2019-06,Monterey,6.0,43.0
2019-06,Tulare,2.0,47.0
2019-06,San Luis Obispo,2.0,120.0
2019-06,San Diego,15.0,15.0
2019-06,Butte,10.0,17.0
2019-06,Siskiyou,4.0,17.0
2019-06,Siskiyou,6.0,10.0
2019-06,San Diego,2.0,120.0
2019-06,Siskiyou,8.0,207.0
2019-06,Riverside,4.0,525.0
2019-06,Alameda,4.0,30.0
2019-06,Tehama,3.0,46.0
2019-06,Yuba,1.0,80.0
2019-06,Stanislaus,2.0,2422.0
2019-06,Monterey,1.0,2546.0
2019-06,Shasta,1.0,90.0
2019-06,Santa Clara,2.0,17.0
2019-06,Placer,2.0,148.0
2019-06,Riverside,1.0,20.0
2019-06,Nevada,1.0,2.0
2019-06,San Diego,2.0,28.0
2019-06,Riverside,2.0,214.0
2019-06,Merced,4.0,210.0
2019-06,Butte,1.0,12.0
2019-07,Santa Clara,1.0,74.0
2019-07,San Joaquin,3.0,283.0
2019-07,Alameda,1.0,25.0
2019-07,Contra Costa,1.0,24.0
2019-07,Shasta,2.0,30.0
2019-07,Lassen,2.0,263.0
2019-07,San Luis Obispo,2.0,974.0
2019-07,Monterey,2.0,190.0
2019-07,Riverside,1.0,20.0
2019-07,San Diego,4.0,100.0
2019-07,Riverside,6.0,80.0
2019-07,Alameda,1.0,22.0
2019-07,Riverside,1.0,96.0
2019-07,Lassen,3.0,193.0
2019-07,Ventura,2.0,131.0
2019-07,Stanislaus,2.0,202.0
2019-07,Santa Clara,1.0,47.0
2019-07,Madera,2.0,213.0
2019-07,Riverside,2.0,81.0
2019-07,Modoc,4.0,128.0
2019-07,San Diego,2.0,25.0
2019-07,Stanislaus,1.0,35.0
2019-07,Calaveras,3.0,27.0
2019-07,Modoc,15.0,14217.0
2019-07,Santa Barbara,9.0,100.0
2019-07,Monterey,14.0,280.0
2019-07,El Dorado,2.0,13.0
2019-08,San Diego,3.0,448.0
2019-08,Sacramento,1.0,84.0
2019-08,Sacramento,1.0,50.0
2019-08,Modoc,1.0,103.0
2019-08,Contra Costa,4.0,757.0
2019-08,Los Angeles,3.0,156.0
2019-08,San Bernardino,2.0,26.0
2019-08,Kern,2.0,29.0
2019-08,Riverside,2.0,94.0
2019-08,Lake,4.0,20.0
2019-08,Tuolumne,1.0,21.0
2019-08,Lassen,4.0,1020.0
2019-08,Yolo,1.0,33.0
2019-08,Riverside,1.0,20.0
2019-08,Shasta,2.0,46.0
2019-08,Mendocino,6.0,225.0
2019-08,Solano,1.0,81.0
2019-08,El Dorado,1.0,16.0
2019-08,Colusa,1.0,20.0
2019-08,Shasta,3.0,156.0
2019-08,San Diego,2.0,80.0
2019-08,El Dorado,2.0,35.0
2019-08,Mexico,2.0,1507.0
2019-08,Alameda,1.0,139.0
2019-08,Shasta,5.0,600.0
2019-08,Riverside,2.0,34.0
2019-08,Lassen,4.0,131.0
2019-08,Lassen,4.0,2438.0
2019-08,Riverside,1.0,80.0
2019-08,San Diego,4.0,25.0
2019-08,Riverside,1.0,12.0
2019-08,Lassen,8.0,3380.0
2019-08,Alameda,1.0,19.0
2019-09,Monterey,2.0,66.0
2019-09,Ventura,5.0,279.0
2019-09,Alameda,1.0,11.0
2019-09,San Benito,2.0,167.0
2019-09,San Bernardino,5.0,15.0
2019-09,El Dorado,4.0,85.0
2019-09,Santa Cruz,4.0,10.0
2019-09,Riverside,11.0,1926.0
2019-09,Lake,2.0,28.0
2019-09,San Benito,1.0,17.0
2019-09,Tehama,9.0,8838.0
2019-09,San Joaquin,1.0,44.0
2019-09,Trinity,14.0,244.0
2019-09,Tehama,89.0,5332.0
2019-09,Modoc,8.0,5737.0
2019-09,Inyo,77.0,1975.0
2019-09,Inyo,77.0,10296.0
2019-09,Butte,7.0,58.0
2019-09,Lassen,6.0,260.0
2019-09,Siskiyou,20.0,227.0
2019-09,Trinity,6.0,280.0
2019-09,Lake,2.0,53.0
2019-09,Butte,7.0,496.0
2019-09,Siskiyou,4.0,15.0
2019-09,Riverside,2.0,250.0
2019-09,Santa Barbara,6.0,200.0
2019-09,Riverside,1.0,10.0
2019-09,Stanislaus,1.0,11.0
2019-09,Riverside,8.0,167.0
2019-09,Santa Clara,4.0,128.0
2019-09,San Luis Obispo,7.0,220.0
2019-09,Riverside,2.0,98.0
2019-09,Tuolumne,2.0,83.0
2019-09,Shasta,1.0,16.0
2019-09,Amador,1.0,10.0
2019-09,San Diego,1.0,52.0
2019-09,Butte,1.0,300.0
2019-09,El Dorado,1.0,22.0
2019-09,Riverside,1.0,19.0
2019-10,Stanislaus,2.0,18.0
2019-10,Glenn,0.0,63.0
2019-10,Napa,2.0,526.0
2019-10,Santa Clara,1.0,29.0
2019-10,Tehama,1.0,11.0
2019-10,Alameda,1.0,12.0
2019-10,San Luis Obispo,3.0,289.0
2019-10,Monterey,3.0,289.0
2019-10,Tehama,1.0,68.0
2019-10,Tehama,0.0,10.0
2019-10,Contra Costa,1.0,40.0
2019-10,Riverside,1.0,9.0
2019-10,Riverside,4.0,350.0
2019-10,Shasta,1.0,42.0
2019-10,Riverside,3.0,75.0
2019-10,Los Angeles,22.0,8799.0
2019-10,San Luis Obispo,1.0,30.0
2019-10,Ventura,2.0,200.0
2019-10,Lassen,4.0,55.0
2019-10,Riverside,3.0,75.0
2019-10,San Diego,2.0,10.0
2019-10,Santa Barbara,5.0,420.0
2019-10,Fresno,2.0,137.0
2019-10,San Bernardino,2.0,11.0
2019-10,Los Angeles,11.0,42.0
2019-10,Sonoma,15.0,77758.0
2019-10,Butte,1.0,80.0
2019-10,San Mateo,4.0,62.0
2019-10,Alameda,4.0,35.0
2019-10,San Diego,4.0,97.0
2019-10,San Diego,3.0,37.0
2019-10,Tehama,2.0,605.0
2019-10,Contra Costa,2.0,200.0
2019-10,Contra Costa,2.0,150.0
2019-10,Solano,2.0,140.0
2019-10,Mendocino,8.0,703.0
2019-10,Contra Costa,2.0,50.0
2019-10,Los Angeles,9.0,745.0
2019-10,Ventura,4.0,1806.0
2019-10,Riverside,4.0,494.0
2019-10,Riverside,4.0,328.0
2019-10,San Bernardino,6.0,200.0
2019-10,Ventura,7.0,9999.0
2019-11,Riverside,1.0,19.0
2019-11,Tehama,12.0,2534.0
2019-11,Lake,2.0,75.0
2019-11,Santa Barbara,20.0,3126.0
2020-02,Sierra,4.0,102.0
2020-02,Tehama,2.0,75.0
2020-02,Lassen,1.0,57.0
2020-02,Mendocino,8.0,211.0
2020-02,Glenn,8.0,211.0
2020-03,Glenn,4.0,154.0
2020-04,Imperial,9.0,275.0
2020-04,Tehama,2.0,26.0
2020-04,Contra Costa,1.0,47.0
2020-05,Kings,1.0,2060.0
2020-05,Santa Barbara,3.0,156.0
2020-05,Butte,1.0,17.0
2020-05,Riverside,1.0,20.0
2020-05,Napa,2.0,20.0
2020-05,San Luis Obispo,2.0,5000.0
2020-05,Riverside,1.0,60.0
2020-06,Lassen,1.0,37.0
2020-06,Riverside,6.0,129.0
2020-06,Solano,2.0,300.0
2020-06,Shasta,1.0,15.0
2020-06,Santa Clara,4.0,126.0
2020-06,Placer,1.0,39.0
2020-06,Sonoma,2.0,141.0
2020-06,Solano,1.0,79.0
2020-06,Sonoma,3.0,107.0
2020-06,Solano,5.0,1837.0
2020-06,Contra Costa,2.0,100.0
2020-06,Mariposa,4.0,85.0
2020-06,Stanislaus,1.0,80.0
2020-06,Riverside,2.0,27.0
2020-06,Monterey,2.0,230.0
2020-06,Riverside,2.0,100.0
2020-06,Riverside,1.0,20.0
2020-06,Mendocino,2.0,151.0
2020-06,San Diego,4.0,1100.0
2020-06,Ventura,3.0,289.0
2020-06,San Luis Obispo,2.0,1672.0
2020-06,Ventura,8.0,803.0
2020-06,San Diego,4.0,100.0
2020-06,San Diego,3.0,90.0
2020-06,Placer,1.0,40.0
2020-06,Sacramento,6.0,5042.0
2020-06,Fresno,27.0,533.0
2020-06,Mariposa,4.0,191.0
2020-06,Riverside,1.0,10.0
2020-06,Mendocino,2.0,34.0
2020-06,San Luis Obispo,5.0,445.0
2020-06,San Benito,6.0,895.0
2020-06,San Luis Obispo,2.0,18.0
2020-06,Calaveras,5.0,1455.0
2020-06,Butte,1.0,95.0
2020-06,San Joaquin,2.0,89.0
2020-06,Monterey,6.0,83.0
2020-06,Kern,2.0,165.0
2020-06,Placer,1.0,110.0
2020-06,Tulare,5.0,130.0
2020-06,Butte,1.0,13.0
2020-06,Tulare,4.0,217.0
2020-06,Butte,1.0,89.0
2020-06,Tuolumne,17.0,10.0
2020-06,Monterey,5.0,195.0
2020-06,Monterey,2.0,52.0
2020-06,Tulare,5.0,1050.0
2020-06,Monterey,2.0,338.0
2020-06,San Luis Obispo,2.0,15.0
2020-06,Fresno,4.0,19.0
2020-06,Lassen,4.0,563.0
2020-06,Lassen,3.0,210.0
2020-06,Riverside,4.0,12.0
2020-06,Stanislaus,2.0,202.0
2020-06,San Luis Obispo,4.0,263.0
2020-06,Mono,7.0,280.0
